handle,url,title,description,google_query,google_title,google_snippet,score,url_type,discovered_at
NEET_Full_Study_Material,https://t.me/NEET_Full_Study_Material,NEET Full Study Material,"NEET Full Study Material Here 	◆ NEE Syllabus 	◆NEET Books 	◆NEET Previous Year Question Papers 	◆NEET Mock Test 	◆NEET Revision Notes (Biology, Physics, Chemistry)	◆NEET Results",telegram exam notes,View @NEET_Full_Study_Material - Telegram,"NEET Full Study Material Here ◇ NEE Syllabus ◇NEET Books ◇NEET Previous Year Question Papers ◇NEET Mock Test ◇NEET Revision Notes (Biology, Physics, Chemistry)",1,channel_or_user,2026-01-11T09:51:43+00:00
physiology_mbbs_notes,https://t.me/physiology_mbbs_notes,Physiology notes & mcq's mbbs 1 St year,Do join our other channels for regular updates 	For anatomy:	https://t.me/anatomy_mbbs_notes	For biochemistry: https://t.me/biochemisty_mbbs_notes	For any queries contact	@Umer_mubashir,telegram exam notes,Physiology notes & mcq's mbbs 1 St year – Telegram,"As some state's in INDIA will be conducting the exam's from mid JAN,we will be ready to crack it. ✊This group will help you in cracking University exams and ...",1,channel_or_user,2026-01-11T09:51:43+00:00
caraviagarwalofficial,https://t.me/caraviagarwalofficial,CA RAVI AGARWAL NOTES,♠️Join the India's Best & Most Affordable Mentorship Program By CA Ravi Agarwal🎯http://www.caraviagarwal.com/mentoring	Reviews⚡🔥	https://www.caraviagarwal.com/testimonials	WhatsApp us	https://wa.me/918334866117,telegram exam notes,CA RAVI AGARWAL NOTES – Telegram,Tears in her Parents eyes today. She saw similar type video in last Attempt & joined my Mentorship program. Today she has cracked her exams. I am really proud ...,1,channel_or_user,2026-01-11T09:51:43+00:00
talentpsconline,https://t.me/talentpsconline,TALENT KERALA,"Official Telegram Channel of Talent Academy. A dedicated platform to help PSC Aspirants to crack exams easily. Join our community, to receive free notes, current affairs, Test series and lots more.",telegram exam notes,View @talentpsconline - Telegram,"Official Telegram Channel of Talent Academy. A dedicated platform to help PSC Aspirants to crack exams easily. Join our community, to receive free notes, ...",1,channel_or_user,2026-01-11T09:51:43+00:00
supernotesbyAK,https://t.me/supernotesbyAK,Super Notes,"Join our community of motivated learners and gain the edge you need to excel in competitive exams. Our channel provides in-depth explanations, practice questions, and exam analysis moreover high quality study materials. 	Contact us on : 8281223366",telegram exam notes,View @supernotesbyAK - Telegram,"Our channel provides in-depth explanations, practice questions, and exam analysis moreover high quality study materials. ... Super Notes right away.",1,channel_or_user,2026-01-11T09:51:43+00:00
AgriAddictin,https://t.me/AgriAddictin,AgriAddict,"( ICAR PG/PhD/STO/SMS, ARS, MPSC, IBPS AFO, MCAER,, NABARD, FCI, RRB SO etc)		📌 Regular Update about Agricultural Exams	📌Regular Quiz Poll	📌Important PDF/Documents 	📌Agril Current Affairs",telegram exam notes,AgriAddict – Telegram,Platform · Happy World Soil Day! · How to secure top rank in ICAR JRF Soil science exam · Test your ICAR PG & PhD Subject knowledge and skills with our ultimate ...,2,channel_or_user,2026-01-11T09:51:43+00:00
atpmpscgardeA,https://t.me/atpmpscgardeA,"EduFest Academy, Pune (Assistant Town Planning ATP)",🏛️ Join us to access expert guidance and top-notch courses for various state PSC ATP (Assistant Town Planner) exams for:		1. MPSC (Maharashtra)	2. RPSC (Rajasthan)	3. PPSC (Panjab)	4. TNPSC (Tamil Nadu)	5. HPSC (Haryana)		Contact: 7709585248,telegram exam notes,"EduFest Academy, Pune (Assistant Town Planning ATP) – Telegram","Oct 5, 2025 ... Get printed notes based on the latest GPSC syllabus – topic-wise, exam-oriented, and expert-prepared. ✓ Covers Town Planning Topics as per the ...",1,channel_or_user,2026-01-11T09:51:43+00:00
accastudents,https://t.me/accastudents,ACCA Study Material,Notes,telegram exam notes,View @accastudents - Telegram,"ACCA Study Material. 41 153 subscribers. Notes. View Post · View context. If you have Telegram, you can view post and join ACCA Study Material right away.",1,message,2026-01-11T09:51:43+00:00
beautywithbrainMsc,https://t.me/beautywithbrainMsc,Bwb Chemistry notes,Welcome to this channel here you will get notes of MSc chemistry,telegram exam notes,Bwb Chemistry notes – Telegram,Ye sbhi physical chemistry k free main notes hai jo Mene phle hi share kiye hue h apko sirf checkout krne hote h. Plz support this channel subscribe and ...,1,channel_or_user,2026-01-11T09:51:43+00:00
CANOTESCOMMUNITY,https://t.me/CANOTESCOMMUNITY,CA NOTES COMMUNITY,🏆CNC - CA NOTES COMMUNITY 	📢𝗢𝗡𝗘 𝗦𝗧𝗢𝗣 𝗦𝗢𝗟𝗨𝗧𝗜𝗢𝗡 𝗧𝗢 𝗖𝗔 𝗦𝗧𝗨𝗗𝗘𝗡𝗧𝗦	📖𝗡𝗢𝗧𝗘𝗦	✴️𝗨𝗣𝗗𝗔𝗧𝗘𝗦	📝𝗧𝗘𝗦𝗧𝗦 	🤗𝗠𝗢𝗧𝗜𝗩𝗔𝗧𝗜𝗢𝗡	💡𝗤𝗨𝗜𝗭𝗭𝗘𝗦	💯Students Voice 🔥	💁For Copyright/promotion Msg ➛	@CNC_SUPPORT,telegram exam notes,CA NOTES COMMUNITY – Telegram,Full 3 days and 1.5 days exam day strategy by CA FINAL AUDIT Master Faculty CA PRAGNESH KANABAR SIR. Free revision videos by CA Pragnesh Kanabar for CA FINAL ...,1,channel_or_user,2026-01-11T09:51:43+00:00
Chillmedicos14,https://t.me/Chillmedicos14,Chill Medicos Official || University Exam Notes 💥✨,You can view and join @Chillmedicos14 right away.,telegram exam notes,View @Chillmedicos14 - Telegram,"Chill Medicos Official || University Exam Notes ✨. 90 355 subscribers. View in Telegram · Preview channel. If you have Telegram, you can view and join",1,channel_or_user,2026-01-11T09:51:43+00:00
KSLULAWNOTES,https://t.me/KSLULAWNOTES,KSLU Notes,This group is only for notes		t.me//kslulawnotes	@kslulawnotes	@kslustudents,telegram university notes,View @KSLULAWNOTES - Telegram,"This group is only for notes t.me//kslulawnotes @kslulawnotes · @kslustudents · View in Telegram. If you have Telegram, you can view and join. KSLU Notes right ...",1,channel_or_user,2026-01-11T09:51:43+00:00
TheTwinBros,https://t.me/TheTwinBros,The Twin Bros - Humanities,"Ab Sab Banenge Topper! 🤩❤	Humanities Ka Ghar! 🏡🔥		Study Material, Quotes, Motivation, Chit-Chat, Life Lessons and More….		“Creating a Positive, Supportive Community: Where Learning Goes Beyond the Classroom!”",telegram university notes,The Twin Bros - Humanities – Telegram,Class 11th and 12th All Major Subjects Notes will be uploaded soon. Bann rahe hai ❤️ thoda sa wait. 28❤9. 3.99K ...,0,channel_or_user,2026-01-11T09:51:43+00:00
seslikitaparsivi,https://t.me/seslikitaparsivi,Sesli Kitap Arşivi,"www.seslikitaparsivi.com		Reklam, iletişim,  görüş ve düşünce için		Instagram: @seslikitaparsivicom | Twitter: @seslikitaparsiv		Türkiye'nin Ücretsiz En Büyük Sesli Kitap Arşivi",telegram kitap arsiv,View @seslikitaparsivi - Telegram,"Türkiye'nin Ücretsiz En Büyük Sesli Kitap Arşivi. View in Telegram · Preview channel. If you have Telegram, you can view and join. Sesli Kitap Arşivi right away ...",6,channel_or_user,2026-01-11T09:51:43+00:00
teleekutuphane,https://t.me/teleekutuphane,"Tele-kütüphane (e kitap arşivi, pdf, epub, mobi kitaplar, yks, ayt, tyt, ales, kpss, yds, ydt, yökdil, dgs, msü, çıkmış sorular)",You can view and join @teleekutuphane right away.,telegram kitap arsiv,"Tele-kütüphane (e kitap arşivi, pdf, epub, mobi kitaplar, yks, ayt, tyt ...","Download Telegram · About · Blog · Apps · Platform · Join · Tele-kütüphane (e kitap arşivi, pdf, epub, mobi kitaplar, yks, ayt, tyt, ales, kpss, yds, ydt, ...",16,channel_or_user,2026-01-11T09:51:43+00:00
tip_kitaplari,https://t.me/tip_kitaplari,Tıp Fakültesi TUS Kitap PDF,"TIP FAKÜLTESİ, TUS, DUS KİTAPLARI",telegram kitap arsiv,View @tip_kitaplari - Telegram,"Tıp Fakültesi TUS Kitap PDF. 11 759 subscribers. TIP FAKÜLTESİ, TUS, DUS KİTAPLARI. View in Telegram · Preview channel. If you have Telegram, ...",4,channel_or_user,2026-01-11T09:51:43+00:00
KekikAkademi,https://t.me/KekikAkademi,Kekik | Akademi,"“Believe me, the world won't give you any gifts. If you want to have a life, steal it.” ~ Andreas Salome		Dünya Sana Hediye Sunmaz, İnan Bana. Bir Yaşam İstiyorsan, Çal Onu!		KekikAkademi.org/Kahve		@KekikAkademi | @KekikKahve	@KekikKitapRobot",telegram kitap arsiv,Kekik | Akademi – Telegram,... Kitap Arşiv Kanalı Katılamayan Arkadaşlar Çerezlerini Temizleyip Tekrar Denesin Lütfen... @KekikKitap » dızz 'a Devam.. +30K Kitap Sizlerle.. 5.41K views ...,1,channel_or_user,2026-01-11T09:51:43+00:00
kernelblog,https://t.me/kernelblog,KernelBlog,Genç beyinler inovatif projeler düşüncesiyle yola çıkmış bir grup gencin açtığı ve çok yönlü bir proje.		KernelBlog.org	x.com/kernel_blog	instagram.com/kernelblog		----------------------	t.me/kernel_blog	t.me/kernelblog,telegram kitap arsiv,KernelBlog – Telegram,"Jun 20, 2019 ... ... Kitap.rar. Karışık Arşiv 10 : Google drive karışık arşiv. Karışık Arşiv 11 : 7 gb e kitap arşivi tıkla. Karışık arşiv 12 : https://userscloud ...",0,channel_or_user,2026-01-11T09:51:43+00:00
TurkiyeBelediyelerBirligi,https://t.me/TurkiyeBelediyelerBirligi,TBB,"Türkiye Belediyeler Birliği, ulusal ve uluslararası düzeyde belediyeleri temsil etme yetkisine sahip ve bütün belediyelerin doğal üyesi olduğu tek mahalli idare birliğidir. 		tbb.gov.tr",telegram kitap arsiv,TBB – Telegram,"February 6, 2022. TBB. Rize Belediyesi öğrencileri kitap okumaya teşvik ediyor. Kitap dağıtımı programlarının üçüncüsü düzenlendi. Başkan Rahmi Metin ...",0,message,2026-01-11T09:51:43+00:00
kitap06,https://t.me/kitap06,Kitap Arşivi,You can view and join @kitap06 right away.,telegram kitap arsiv,View @kitap06 - Telegram,"Kitap Arşivi. 6 subscribers. View in Telegram · Preview channel. If you have Telegram, you can view and join. Kitap Arşivi right away.",2,channel_or_user,2026-01-11T09:51:43+00:00
ydsyokdilyks,https://t.me/ydsyokdilyks,YDS YÖKDİL YKS-DİL,"YDS-YÖKDİL-YKSDİL Kelime Paylaşımları	-Soru Çözümleri	-Çıkmış Sorular	-İpuçları	-Çeviri TR-ENG, ENG-TR",telegram kitap arsiv,YDS YÖKDİL YKS-DİL – Telegram,"OKUMA MOLASI ⏰ A BBC News investigation published on December 29, 2025, has uncovered a significant rise in ""ghost listings"" on major rental platforms, ...",2,channel_or_user,2026-01-11T09:51:43+00:00
ykspdfsohbet,https://t.me/ykspdfsohbet,YKS PDF/DENEME 2026,"Dijital kitap arşivi⚡️⚡️	Yedek Pdf Kanalı:https://t.me/ykspdfistekleri		⚡️Reklam ve İş Birliği için: @fqtih93 @Yagizakk		📌Sınav hakkında tavsiye almak , yapamadığınız soruların çözümü ve bulamadığınız pdfleri istemek için diğer grubumuza gelebilirsiniz.",telegram kitap arsiv,View @ykspdfsohbet - Telegram,"Dijital kitap arşivi⚡️⚡️ Yedek Pdf Kanalı:https://t.me/ykspdfistekleri ... If you have Telegram, you can view and join. YKS PDF/DENEME 2026 right away.",6,channel_or_user,2026-01-11T09:51:43+00:00
kpssdersgruplari,https://t.me/kpssdersgruplari,Kpss Çalışma Grupları,İletişim için 	@platformkonseybot,telegram kitap arsiv,Kpss Çalışma Grupları – Telegram,✈️ Tamamen tecrübeli Öğretmenler eşliğinde sadece gerekli bilgilerin verildiği ve gereksiz bilgilerin olmadığı kanallarımız yakında yayında. ➕ Şimdiden ...,2,channel_or_user,2026-01-11T09:51:43+00:00
kurdishbooks2,https://t.me/kurdishbooks2,Pirtukxane,Kürtlerle ilgili kitapların bulunduğu arşiv kanalı.,telegram kitap arsiv,View @kurdishbooks2 - Telegram,"Kürtlerle ilgili kitapların bulunduğu arşiv kanalı. View in Telegram · Preview channel. If you have Telegram, you can view and join. Pirtukxane right away.",1,channel_or_user,2026-01-11T09:51:43+00:00
birkitap1,https://t.me/birkitap1,1kitap1.com - PDF Kitap İndir ve Oku,PDF kitap indir ve Oku : https://1kitap1.com Web sitesinde paylaşılan pdf kitapları kitap kodu yazar adı şeklinde telegram kanalı üzerinden arama yaparak ücretsiz indirebilirsiniz.,telegram kitap arsiv,View @birkitap1 - Telegram,"2TB Boyutunda Ücretsiz PDF Kitap Arşivi Bütün kategorilerde milyonlarca pdf kitaplar. Kanal içerisinde bulunan arama simgesine tıklayarak yazar adı ,kitap ...",4,channel_or_user,2026-01-11T09:51:43+00:00
tele_kutuphane,https://t.me/tele_kutuphane,"Tele-kütüphane (Pdf, epub, mobi, e kitap arşivi, e kitaplar, okuma kitapları)",You can view and join @tele_kutuphane right away.,telegram kitap arsiv,"Tele-kütüphane (Pdf, epub, mobi, e kitap arşivi, e kitaplar, okuma ...","... kitap arşivi, e kitaplar, okuma kitapları). @tele_kutuphane. 3.19K subscribers. Download Telegram · About · Blog · Apps · Platform · Join · Tele-kütüphane (Pdf, ...",10,channel_or_user,2026-01-11T09:51:43+00:00
yksnotlari,https://t.me/yksnotlari,yks notları 📚,TÜM KANALLARA HEMEN KATIL 👉🏻 @kanallararsivi,telegram kitap arsiv,yks notları – Telegram,YOUTUBE KANAL ÖNERİLERİ. TÜRKÇE-EDEBİYAT: •AKER HOCA❤️ •KADİR GÜMÜŞ❤️ •TÜRKÇENİN MATEMATİĞİ •RÜŞTÜ HOCA İLE TÜRKÇE ❤️ •ÖNDER VE ETHEM HOCA MATEMATİK:,6,channel_or_user,2026-01-11T09:51:43+00:00
Turkiyeninmaarifmodeliegitim2025,https://t.me/Turkiyeninmaarifmodeliegitim2025,"TÜRKİYE""NİN YÜZYILI MAARİF MODELİ EĞİTİM - 2025","TÜRKİYE""NİN YÜZYILI MAARİF MODELİ EĞİTİM - 2025	Tüm Sınıf ve Branşlar	Aylık raporlar	Formlar	Çalışma planları 	Proje formları 	Ders planları 	https://t.me/Turkiyeninmaarifmodeliegitim2025",telegram pdf arsiv,"TÜRKİYE""NİN YÜZYILI MAARİF MODELİ EĞİTİM - 2025 – Telegram",Telegram. TORNADO PDF 2025. LGS 2025. TYT AYT 2025. AGS ÖABT DGS MSÜ EN GÜNCEL DENEMELER KONU ANLATIM DERS NOTU PDF ARŞİVİ DEV. SORU BANKALARI GÜNCEL KİTAPLAR,1,channel_or_user,2026-01-11T09:51:43+00:00
pdfkutuphnsi,https://t.me/pdfkutuphnsi,Pdf Kütüphanesi,You can view and join @pdfkutuphnsi right away.,telegram pdf arsiv,Pdf Kütüphanesi – Telegram,Kpss 2020 Dev Arşiv · Kurum sınavları · Ösym sınavları · Genel Yetenek · Hukuk · Karma arşiv · Kamu Yönetimi · Muhasebe,3,channel_or_user,2026-01-11T09:51:43+00:00
siberyazilimciarsiv,https://t.me/siberyazilimciarsiv,Siberyazilimci Arşiv,"🌐Siberyazilimciarsiv kanalının resmi telegram kanalıdır. Kanalda; ücretsiz uygulamalar, içerikler ve kampanyalardan hemen haberdar olabilirsiniz.		Sohbet grubumuz https://t.me/siberyazilimcichat		Web sitemiz;	www.siberyazilimciarsiv.club",telegram pdf arsiv,Siberyazilimci Arşiv – Telegram,"October 11, 2025. Siberyazilimci Arşiv · WPS+Office-Premium-v18.21.1_build_1546-Mod.apk. 179.5 MB. ☰ WPS Office-PDF,Word,Sheet,PPT v18.21 [Premium] [Mod Extra]",2,channel_or_user,2026-01-11T09:51:43+00:00
MultiLevelRecord,https://t.me/MultiLevelRecord,Multi-Level Record (C2 Level Teacher),•  MultiLevel 74 va IELTS 8.5 olgan teacherdan video-darslar 	•  Eng aktiv Ingliz tili kanali	•  Faqat original kontent. 		To contact: @AbrorRahmatullaev	Reklama: @MultiLevelRecordAds,telegram pdf arsiv,Multi-Level Record (C2 Level Teacher) – Telegram,3 days ago ... Multi-Level Reading Part 3 - @MultiLevelRecord.pdf. 908.5 KB · Multi-Level Reading Part 3 Answers - @MultiLevelRecord.pdf. 535.6 KB. Reading ...,0,channel_or_user,2026-01-11T09:51:43+00:00
itsallinenglish,https://t.me/itsallinenglish,Everything English / IELTS / Newspapers / Magazines/ Economist,🗞newspapers	📕magazines	📚books	🎧audiobooks	📺movies 🎞TV shows		All questions to: @kinkykappi	 	Купить рекламу через биржу: https://telega.in/c/itsallinenglish,telegram pdf arsiv,Everything English / IELTS / Newspapers / Magazines/ Economist ...,Download Telegram · About · Blog · Apps · Platform · Join · Everything English ... ImagineFX_Presents_-_Book_of_Japan__4th_Edition_2024.pdf. 132.1 MB. ❤19 7.,0,channel_or_user,2026-01-11T09:51:43+00:00
thewinners108,https://t.me/thewinners108,THE WINNERS OFFICIAL🏆,नौकरी आपकी ज़िद हमारी	⏩ Whats app Channel LINK ✅	https://bit.ly/3t9twKX  	⏩ QUIZ LINK - 👇	@thewinners108	⏩ For any Enquiry 	Call 8506003399,telegram pdf arsiv,THE WINNERS OFFICIAL – Telegram,5_6267174647205204384.pdf. 233.4 KB. UP POLICE CONSTABLE NOTICE LIST FOR DOCUMENTS REQUIRED FOR DV/PST JOIN - @thewinners108. ❤22 6 5 3. 25.4K viewsedited ...,0,message,2026-01-11T09:51:43+00:00
sehdetmektebi,https://t.me/sehdetmektebi,Şehadet Mektebi,"Bu kanalımızda; kısa kesitler, afişler, duyurular başta olmak üzere faydalı olacağını umduğumuz çeşitli paylaşımlar yapılmaktadır.		Şehadet Mektebi Kanal Linki: t.me/sehdetmektebi		Arşiv Kanalı Linki: t.me/sehadetmektebiarsivi		Whatsapp: +90 535 445 62 42",telegram pdf arsiv,Şehadet Mektebi – Telegram,Telegram. Şehadet Mektebi Arşiv Kanalı (Mp3- Mp4- Pdf). 2- İslamı Sorguluyorum 2 - Hangi Lider? - Murat Gezenler Şehadet Mektebi (Yayınlanma Tarihi: 09.08 ...,2,channel_or_user,2026-01-11T09:51:43+00:00
tiyatrooyunmetinleriarsivi,https://t.me/tiyatrooyunmetinleriarsivi,Tiyatro Oyun Metinleri Arşivi Paylaşım Alanı,Telegram  grubumuz üzerinden Metin isteğinde bulunabilir oyunlarınız hakkında bilgi paylaşımı yapabilirsiniz. Eser sahiplerinden izin almadan sahnelemeyiniz...		Lütfen kişisel Reklam paylaşımı yapmayınız. Aksi halde engellenirsiniz..,telegram pdf arsiv,View @tiyatrooyunmetinleriarsivi - Telegram,Telegram grubumuz üzerinden Metin isteğinde bulunabilir oyunlarınız hakkında bilgi paylaşımı ... Tiyatro Oyun Metinleri Arşivi Paylaşım Alanı right away.,2,channel_or_user,2026-01-11T09:51:43+00:00
TradersVideo_Library,https://t.me/TradersVideo_Library,Trader's Video Library,"All Forex/Crypto/Stock Market Related Webinars & Courses Available For Free	 	Any COPYRIGHTS infringement of any Content, inform us to @ShareExchange_Bot , we will remove it.		Share Course : @ShareExchange_Bot",telegram pdf arsiv,View @TradersVideo_Library - Telegram,"All Forex/Crypto/Stock Market Related Webinars & Courses Available For Free Any COPYRIGHTS infringement of any Content, inform us to @ShareExchange_Bot ...",1,channel_or_user,2026-01-11T09:51:43+00:00
mulakatsorucevap,https://t.me/mulakatsorucevap,ÖĞRETMEN BİLGİ / HABER,EĞİTİM İLE İLGİLİ SON BİLGİLER.		LİNK: https://t.me/+8B94qJsM-zA2ZTc8		Diğer önemli linklerimiz👇	@linklerimiz,telegram pdf arsiv,ÖĞRETMEN BİLGİ / HABER – Telegram,Güvenlik Soruşturması ve Arşiv Araştırması Hakkında. Aileye ve akrabaya ... Telegram. FEN ÖĞRETMENLERİ l Pdf-Soru-Deney. Fen Bilimleri Öğretmenlerinin ...,0,channel_or_user,2026-01-11T09:51:43+00:00
